Track,Course,Unit Number: Lesson Name,Date,Topic (Sub-Lesson),Question Text,Result,Review Flag
Math Foundations,Trigonometry,01 Right triangles & trigonometry,4/19/2026 17:24:14,Sine and cosine of complementary angles,Which identity is true for complementary angles?,1,
Math Foundations,Trigonometry,01 Right triangles & trigonometry,4/19/2026 17:24:14,Modeling with right triangles,The first step in a triangle word problem is usually to:,1,
Mathematics for Machine Learning,Prob & Stats for ML,01 Descriptive Stats and Data Viz,4/25/2026 9:35:59,"Variance, Standard Deviation, and IQR",Which summary pair does the course recommend for skewed data with outliers?,1,
Mathematics for Machine Learning,Linear Algebra for ML,04 Eigenvalues and Eigenvectors,4/25/2026 9:36:00,The characteristic equation and solving for eigenvalues,Why does the characteristic equation use A - λI?,1,
Mathematics for Machine Learning,Calculus for ML,01 Derivatives and Optimization,4/25/2026 9:36:01,"Power rule, product rule, and quotient rule",According to the notes what is d/dx(x^5)?,1,
Mathematics for Machine Learning,Linear Algebra for ML,04 Eigenvalues and Eigenvectors,4/25/2026 9:36:01,The characteristic equation and solving for eigenvalues,"After you find the roots of the characteristic polynomial, what has been found?",0,
Mathematics for Machine Learning,Linear Algebra for ML,04 Eigenvalues and Eigenvectors,4/25/2026 9:36:02,The characteristic equation and solving for eigenvalues,"According to the notes, how are eigenvalues found from a matrix A?",1,
Mathematics for Machine Learning,Calculus for ML,03 Optimization in Higher Dimensions,4/26/2026 1:41:25,Introduction to Gradient Descent,Why does the course introduce gradient descent after solving some optimization problems analytically?,1,
Mathematics for Machine Learning,Calculus for ML,03 Optimization in Higher Dimensions,4/26/2026 1:41:25,"Gradients of cost functions (e.g., Mean Squared Error)",Why does the notes say iterative optimization becomes attractive for least-squares problems with many variables?,1,
Mathematics for Machine Learning,Calculus for ML,01 Derivatives and Optimization,4/26/2026 1:41:27,Tangent lines and linear approximations,"In the notes, the derivative of a function at a point is described geometrically as what?",1,
Mathematics for Machine Learning,Linear Algebra for ML,"03 Vector Spaces, Bases, and Projections",4/26/2026 1:41:27,Basis and dimension of a space,A line has a basis of length 1. What dimension does the notes assign to that space?,1,
Mathematics for Machine Learning,Calculus for ML,01 Derivatives and Optimization,4/26/2026 1:41:27,Tangent lines and linear approximations,Why does using a smaller interval around a point give a better estimate of instantaneous velocity in the transcript?,1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 13:30:28,RBF Kernel as Weighted Nearest Neighbors,How does this intuition help explain RBF classification?,0,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 13:30:28,Radial Basis Function (RBF) Kernel,What is the RBF kernel also called?,0,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 13:30:29,High-Dimensional Relationships Without Explicit Transformation,How does this connect to kernels?,1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 13:30:29,RBF Kernel as Weighted Nearest Neighbors,Why is this only an intuition rather than a full description?,1,
Machine Learning,StatQuest ML,Decision Trees,6/7/2026 13:30:30,Weighted Gini Impurity for Splits,What misunderstanding should be avoided about split evaluation?,1,
Math Foundations,Statistics and Probability,01 Analyzing categorical data (khanacademy.org),6/7/2026 13:38:38,Distributions in two-way tables (khanacademy.org),"If two conditional distributions are very similar, that suggests",0,
Math Foundations,Precalculus,09 Series,6/7/2026 13:38:38,The Binomial Theorem,What coefficients appear in the expansion of (a + b)^n?,0,
Math Foundations,Precalculus,09 Series,6/7/2026 13:38:38,The Binomial Theorem,Expand (x + 1)^2.,1,
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),6/7/2026 13:38:39,Percentiles (khanacademy.org),What does the 90th percentile indicate?,1,
Math Foundations,Precalculus,09 Series,6/7/2026 13:38:39,The Binomial Theorem,The Binomial Theorem is used to expand,1,
Math Foundations,Trigonometry,02 Trigonometric functions,6/7/2026 13:41:06,"Amplitude, midline, and period of sinusoidal functions","For y = -2sin(4x) + 1, what is the midline?",1,
Math Foundations,Statistics and Probability,03 Summarizing quantitative data (Khan Academy),6/7/2026 13:41:06,Box and whisker plots (Khan Academy),"If the right whisker is much longer than the left whisker, the distribution may be",1,
Math Foundations,Statistics and Probability,03 Summarizing quantitative data (Khan Academy),6/7/2026 13:41:06,Measuring center in quantitative data (Khan Academy),"Find the mean of 2, 4, 6.",0,
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),6/7/2026 13:41:07,Normal distribution calculations (khanacademy.org),"Using the empirical rule, about what percent of values are above z = 1?",0,
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),6/7/2026 13:41:07,Binomial random variables (khanacademy.org),"If X ~ Binomial(n=3, p=0.2), what is the probability all three trials are successes?",1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 13:49:50,Distance-Based Similarity in the RBF Kernel,What misunderstanding should be avoided about similarity in the RBF kernel?,1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 13:49:51,Tensors vs. NumPy Arrays,"In terms of mutability, how do standard TensorFlow Tensors typically differ from NumPy arrays?",1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 13:49:52,Tensors vs. NumPy Arrays,Why is NumPy often used alongside TensorFlow in a machine learning pipeline?,1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 13:49:52,Tensors vs. NumPy Arrays,What is a primary advantage of using TensorFlow Tensors over NumPy arrays for deep learning tasks?,1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 13:49:52,Distance-Based Similarity in the RBF Kernel,Why is distance-based similarity useful for nonlinear classification?,1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 17:00:37,Matrix Multiplication for Neural Networks,In the context of matrix multiplication why is the order of the matrices important?,1,
Machine Learning,Machine Learning Specialization,Supervised Machine Learning,6/7/2026 17:00:37,Dimensionality Reduction,Which outcome best reflects successful dimensionality reduction?,1,
Machine Learning,Machine Learning Specialization,"Unsupervised Learning, Recommenders, Reinforcement",6/7/2026 17:00:39,Collaborative Filtering for Recommender Systems,"In a typical collaborative filtering application for movies what does the label y(i j) represent?[cite: 3482,3486,3504]",1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 17:00:39,Why ReLU Is Preferred in Hidden Layers,"What is the ""rule of thumb"" provided for hidden layer activation functions?",1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 17:00:39,TensorFlow Dense Layers,In the coffee roasting example how are the activations of Layer 1 (a1) computed in code?,0,
Machine Learning,Machine Learning Specialization,Supervised Machine Learning,6/7/2026 17:05:01,Linear Regression Model,What does 'univariate linear regression' mean?,1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 17:05:01,Forward Propagation,Why is it called forward propagation?,1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 17:05:01,Forward Propagation,What does f(x) represent in the neural-network setting?,1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 17:05:02,Training Neural Networks in TensorFlow,What misunderstanding should be avoided about TensorFlow training code?,1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 17:05:02,Forward Propagation,What is forward propagation?,1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 19:20:19,Loss Function vs. Cost Function,In logistic regression what is the purpose of the loss function formula -y*log(f) - (1-y)*log(1-f)?,1,
Machine Learning,StatQuest ML,Decision Trees,6/7/2026 19:20:19,Minimum Samples per Leaf / Node,What misunderstanding should be avoided about minimum samples settings?,1,
Machine Learning,Machine Learning Specialization,Advanced Learning Algorithms,6/7/2026 19:20:21,Loss Function vs. Cost Function,"What does the ""cost function J"" represent in relation to the loss function?",1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 19:20:21,Why Kernels Make SVMs Computationally Feasible,Why is this especially important for nonlinear kernels?,1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 19:20:21,Why Kernels Make SVMs Computationally Feasible,Why do kernels make SVMs computationally feasible?,1,
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),6/7/2026 21:26:10,Introduction to scatterplots (khanacademy.org),A point far from the general pattern is called,1,
Math Foundations,Calculus,03 Integrals,6/7/2026 21:26:10,Area between curves,"If two curves cross inside the interval, the correct setup usually requires:",1,
Math Foundations,Precalculus,09 Series,6/7/2026 21:26:10,Arithmetic and Geometric series,"Find the next term of the geometric sequence 3, 6, 12, 24, ...",1,
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),6/7/2026 21:26:11,Introduction to scatterplots (khanacademy.org),"If points trend upward from left to right, the association is",1,
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),6/7/2026 21:26:11,Discrete random variables (khanacademy.org),Which list could be the values of a discrete random variable?,1,
Math Foundations,Trigonometry,02 Trigonometric functions,6/7/2026 21:34:09,Unit circle introduction,What point corresponds to θ = π/2?,1,
Math Foundations,Trigonometry,02 Trigonometric functions,6/7/2026 21:34:09,The Pythagorean identity,Rewrite 1 - sin^2(x) using a trig identity.,1,
Math Foundations,Trigonometry,03 Non-right triangles & trigonometry,6/7/2026 21:34:10,Law of cosines,"Find c if a = 3, b = 4, and C = 90°.",1,
Math Foundations,Trigonometry,04 Trigonometric equations and identities,6/7/2026 21:34:10,Trigonometric angle addition identities,Use an identity to find sin(75°).,0,
Math Foundations,Trigonometry,01 Right triangles & trigonometry,6/7/2026 21:34:10,"The reciprocal trigonometric ratios (Cosecant, Secant, Cotangent)","If cos(θ) = 12/13, what is sec(θ)?",1,
Math Foundations,Trigonometry,01 Right triangles & trigonometry,6/7/2026 21:34:11,Solving for a side in a right triangle,"If sin(θ) = 3/5 and the hypotenuse is 10, the opposite side is:",1,
Math Foundations,Precalculus,02 Trigonometry,6/7/2026 21:34:11,Inverse trigonometric functions,What does sin^-1(x) return?,0,
Math Foundations,Trigonometry,01 Right triangles & trigonometry,6/7/2026 21:34:12,Solving for a side in a right triangle,"If tan(θ) = 3/4 and the adjacent side is 8, the opposite side is:",1,
Math Foundations,Trigonometry,04 Trigonometric equations and identities,6/7/2026 21:34:12,Using trigonometric identities to solve problems,A trigonometric identity is,1,
Math Foundations,Trigonometry,02 Trigonometric functions,6/7/2026 21:34:12,"Trig values of special angles (π/6,π/4,π/3)",What is sin(π/3)?,0,
Math Foundations,Statistics and Probability,06 Study design (khanacademy.org),6/7/2026 21:36:12,Lesson headings were not fully exposed in the live search snippet I could access. (khanacademy.org),"If a lesson heading in a curriculum list is unclear, the safest assessment choice is to",1,
Math Foundations,Statistics and Probability,"08 Counting, permutations, and combinations (khanacademy.org)",6/7/2026 21:36:12,Counting principle and factorial (khanacademy.org),"The counting principle says that if one task can be done m ways and another n ways, both together can be done",1,
Math Foundations,Statistics and Probability,06 Study design (khanacademy.org),6/7/2026 21:36:12,Lesson headings were not fully exposed in the live search snippet I could access. (khanacademy.org),Which practice best helps identify an unknown lesson topic from context in a statistics unit?,1,
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),6/7/2026 21:36:13,Probability using sample spaces (khanacademy.org),A sample space is,0,
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),6/7/2026 21:36:13,Z-scores (khanacademy.org),"If z = -1.5, the value is",1,
Math Foundations,Statistics and Probability,03 Summarizing quantitative data (Khan Academy),6/7/2026 21:36:13,More on standard deviation (Khan Academy),Which data set has standard deviation 0?,1,
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),6/7/2026 21:36:14,Least-squares regression equations (khanacademy.org),"If x increases by 2 and the regression slope is 4, the predicted change in y is",1,
Math Foundations,Statistics and Probability,01 Analyzing categorical data (khanacademy.org),6/7/2026 21:36:14,Two-way tables (khanacademy.org),"If 20 students are athletes and 15 of those athletes passed, what is the pass proportion among athletes?",1,
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),6/7/2026 21:36:14,Probability using sample spaces (khanacademy.org),"For one coin toss, the sample space is",1,
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),6/7/2026 21:36:14,Least-squares regression equations (khanacademy.org),"In y = a + bx, what does b represent?",1,
Machine Learning,StatQuest ML,Gradient Boost,6/7/2026 21:38:47,Negative Log-Likelihood Loss,How does negative log-likelihood encourage good predictions?,1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 21:38:48,Core Idea of Support Vector Machines,What is the core idea of support vector machines in the notes?,1,
Machine Learning,StatQuest ML,Decision Trees,6/7/2026 21:38:48,Classification Trees vs. Regression Trees,What would a regression tree typically output at a leaf?,1,
Machine Learning,StatQuest ML,Gradient Boost,6/7/2026 21:38:48,Initial Log-Odds Prediction,What determines the initial constant log-odds prediction?,1,
Machine Learning,StatQuest ML,Gradient Boost,6/7/2026 21:38:48,Negative Log-Likelihood Loss,What does this loss depend on?,1,
Machine Learning,StatQuest ML,Decision Trees,6/7/2026 21:41:03,Sum of Squared Residuals for Split Selection,What misunderstanding should be avoided about regression-tree split criteria?,1,
Machine Learning,StatQuest ML,Decision Trees,6/7/2026 21:41:04,Alpha as the Pruning Hyperparameter,Why is alpha a hyperparameter rather than a fixed constant?,1,
Math Foundations,Precalculus,07 Matrices,6/7/2026 21:41:04,"Matrix arithmetic (Addition, Subtraction, Scalar Multiplication)","Compute 2[[1,-3],[4,0]].",1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 21:41:04,Kernel Degree and Feature Space Complexity,What misunderstanding should be avoided about kernel degree?,0,
Machine Learning,StatQuest ML,Decision Trees,6/7/2026 21:41:04,Alpha as the Pruning Hyperparameter,What happens when alpha is increased?,1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 21:45:57,Kernel Functions,What misunderstanding should be avoided about kernels?,1,
Machine Learning,StatQuest ML,Decision Trees,6/7/2026 21:45:57,Leaves as Numeric Predictions,What misunderstanding should be avoided about regression-tree leaves?,1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 21:45:57,Kernel Functions,Why are kernel functions useful?,1,
Machine Learning,StatQuest ML,Support Vector Machines,6/7/2026 21:45:57,Kernel Functions,Why are kernels tied to nonlinear classification?,1,
Machine Learning,StatQuest ML,Decision Trees,6/7/2026 21:45:58,Choosing the Best Split in a Regression Tree,How is the best split chosen in a regression tree?,1,
